Name,Company,Title,Industry,Company Size,Email,Website,Page Views,Downloads,Webinar Attended,Intent Score,Converted
Heather Fuller,Hobbs LLC,Product Manager,Healthcare,Mid-Market,zachary12@white.net,https://www.hamilton.com/,11,0,0,19,0
Darryl Richmond,Hernandez-Mcdaniel,CEO,Technology,Enterprise,kingjeffrey@macdonald.info,http://moore.com/,10,0,0,20,0
Jill Hoffman,Johnson and Sons,Sales Director,Finance,Mid-Market,westmartin@graham.com,https://johnson.com/,9,1,0,28,0
Lisa Brown,Johnson-Evans,HR Manager,Technology,Small Business,ramirezandrew@yahoo.com,http://www.bray.com/,8,2,0,38,0
Margaret Park,Turner-Lindsey,HR Manager,Education,Mid-Market,rick38@potter-hernandez.org,https://www.ayers.org/,9,1,0,31,0
Andrew Roberts,"Sanders, Landry and Williams",HR Manager,Healthcare,Small Business,kbarrett@hunter-becker.info,https://www.randolph.com/,14,3,0,54,0
Kevin Bautista,Mccann-Jones,HR Manager,Energy,Small Business,jacob09@gmail.com,https://www.perez.com/,11,1,0,30,0
Justin Rodriguez,Vasquez-Walsh,Data Analyst,Energy,Enterprise,jennifermcdonald@gmail.com,http://yates.com/,10,2,1,60,0
Roger Webb,"Klein, Hurley and Jones",Marketing Manager,Energy,Enterprise,tammy47@walker.org,http://www.smith.info/,11,6,0,87,0
Anne Long,"Jackson, Walton and Alvarado",CTO,Technology,Enterprise,jacksonamanda@walls.com,http://www.holder.info/,9,2,0,36,0
Melissa Hartman,Sanchez-Clark,HR Manager,Manufacturing,Enterprise,smithjeffery@yahoo.com,https://woods-morgan.com/,12,3,0,56,0
Hayley Cisneros DVM,Stone Group,CEO,Healthcare,Enterprise,xperez@smith.com,http://garza.com/,12,2,0,42,0
Bonnie Martin,"Powell, Vasquez and Murphy",Marketing Manager,Manufacturing,Small Business,susan26@herring-jennings.com,http://montoya.com/,6,2,0,31,0
Douglas Garcia,Rodgers-Herring,HR Manager,Technology,Small Business,kellerallison@ellis-fitzgerald.com,http://garcia.com/,11,0,0,26,0
Megan Taylor,Knight-King,CEO,Healthcare,Enterprise,aliciagonzales@phillips.org,http://adams.biz/,10,3,1,72,1
Carol Ferguson,Taylor-Valencia,Data Analyst,Healthcare,Mid-Market,khernandez@myers.net,http://farmer-silva.info/,14,3,0,53,0
Theresa Blanchard MD,Hines PLC,Data Analyst,Manufacturing,Mid-Market,nortonelizabeth@white.info,http://romero-montgomery.com/,9,2,0,38,0
Edward Ray,"Gonzales, Lindsey and Simmons",CTO,Healthcare,Enterprise,donovankevin@singh-patton.com,http://smith.net/,8,1,0,21,0
Gabriel Joseph,Thomas-Morrow,Data Analyst,Healthcare,Mid-Market,jacobmejia@abbott.com,http://www.duncan.net/,9,1,1,48,0
Jennifer Mcclain,"Brown, Higgins and Wilson",Product Manager,Healthcare,Enterprise,jjones@yahoo.com,http://www.barrera-dunn.com/,11,2,0,43,0
Sandra Ward,"Cochran, Acosta and James",CTO,Healthcare,Enterprise,pateldylan@silva.com,http://weiss.com/,7,3,0,40,0
Kristen Jensen,"Curry, Brown and Hall",CTO,Retail,Small Business,dguerrero@hanna.biz,https://delgado-gutierrez.com/,4,2,0,32,0
Jon Schroeder,Riley-Garcia,Product Manager,Finance,Enterprise,frylaurie@turner.net,https://shaw.com/,14,0,0,27,0
Kathleen Hart,"Wade, Watson and Hernandez",Marketing Manager,Technology,Small Business,eric07@taylor.biz,http://www.shelton.info/,9,4,1,86,0
Derrick Perry,Long Group,Sales Director,Manufacturing,Small Business,jeffery93@gmail.com,http://foster-moore.com/,12,0,0,23,0
Ethan Fowler,Young-Brown,CTO,Retail,Small Business,fduncan@taylor.biz,https://www.owens-shaw.org/,10,5,0,70,1
Ashley Reyes,Norris Inc,Marketing Manager,Education,Mid-Market,benjamin75@rocha.com,https://reynolds.com/,9,3,0,45,0
Roy Savage,"Curry, Baker and Johnson",HR Manager,Technology,Mid-Market,amyrogers@yahoo.com,https://www.heath.biz/,10,3,0,54,0
Pamela Phillips,Hill-Cochran,Product Manager,Retail,Enterprise,woodcharles@gmail.com,http://www.gordon.com/,6,1,0,23,0
Christopher Cox,Burgess-Acosta,Product Manager,Healthcare,Enterprise,joshua31@walker-martinez.org,http://www.goodwin.com/,10,4,0,64,0
Andrew Jacobs,Jones Inc,Data Analyst,Retail,Mid-Market,loganmcknight@hotmail.com,http://www.peterson-douglas.com/,13,1,0,36,0
Rodney Frazier,Diaz Inc,CEO,Manufacturing,Enterprise,rmartin@yahoo.com,http://www.warner.com/,8,3,0,48,0
Cindy Serrano,"Hensley, Reyes and Brown",HR Manager,Energy,Small Business,sheltonbradley@yahoo.com,http://www.francis-jones.com/,9,4,0,61,1
Timothy Thomas,Fernandez-Williams,Product Manager,Energy,Small Business,lindsaysawyer@rios.biz,https://dennis-gregory.com/,9,2,0,33,0
Amanda Baldwin,"Turner, Lopez and Ramsey",CTO,Manufacturing,Small Business,sarahdunn@brewer-mullins.com,http://mccarthy-gonzalez.net/,12,2,0,47,0
Heather Holmes,Sweeney Ltd,Product Manager,Finance,Enterprise,samantha96@stewart.info,https://www.brown-robinson.org/,8,2,0,40,0
James Blankenship,"Mitchell, Howard and French",HR Manager,Technology,Enterprise,alexandrajenkins@zimmerman.biz,https://parker-young.org/,14,4,0,67,1
Jennifer Aguirre,Wallace-Perez,CEO,Healthcare,Enterprise,kimberly53@gmail.com,http://www.mccullough.com/,8,2,0,31,0
Dr. Charles Torres MD,Owen-Harris,CEO,Energy,Small Business,yknight@hill.com,https://www.gross.net/,10,1,0,27,0
Nicholas Griffith,Vasquez PLC,HR Manager,Energy,Mid-Market,ocarter@hotmail.com,http://www.zimmerman.com/,16,3,0,64,0
Mr. Justin Hanson,Hawkins-Colon,Product Manager,Manufacturing,Enterprise,william70@yahoo.com,http://rogers-allen.com/,8,1,0,25,0
Walter Jordan,Hunt Group,CEO,Finance,Enterprise,seanayala@gmail.com,https://boyd.biz/,13,2,0,43,0
Laura Rogers,"West, Scott and Hartman",HR Manager,Healthcare,Mid-Market,michelle76@cuevas-thompson.biz,https://www.hudson.com/,9,3,0,49,0
Jessica Anderson,Arellano-Rivera,Sales Director,Manufacturing,Mid-Market,jbrown@anderson.com,https://moore.com/,6,2,0,37,0
Mathew Young,Smith-Valenzuela,CTO,Retail,Small Business,halejohn@castillo.com,https://www.hodge-hawkins.biz/,10,4,0,64,1
Adam Moss MD,Ramirez-Hill,CEO,Manufacturing,Enterprise,ghumphrey@gmail.com,https://www.lewis.com/,11,3,0,52,0
Randall Allen,Archer-Ward,Data Analyst,Healthcare,Mid-Market,grivera@leonard.com,https://www.marsh.org/,13,3,0,54,0
Emily Bush,Freeman Group,Marketing Manager,Manufacturing,Small Business,deborah66@hammond-bullock.com,https://www.gutierrez.com/,8,2,0,31,0
David Cowan,Contreras-Ewing,Data Analyst,Education,Enterprise,santosmichael@floyd.com,http://www.parsons-gates.com/,15,3,1,89,1
Eric Villa,Perez-Mcknight,Sales Director,Finance,Small Business,julia62@roberson-dalton.com,http://www.weeks.com/,7,1,0,29,0
Juan Hughes,Shepherd Inc,Sales Director,Finance,Enterprise,stephenszachary@morris.com,http://thomas.com/,13,0,0,29,0
Margaret Calderon,"Lopez, Moran and Sharp",HR Manager,Energy,Small Business,ocampbell@yahoo.com,https://gibbs.com/,10,0,0,19,0
Sandra Cunningham,Smith Ltd,Product Manager,Education,Mid-Market,nicole53@whitaker-miller.com,http://www.campbell.com/,16,0,0,35,0
Charles Hamilton,"Osborne, Greene and Holland",Data Analyst,Technology,Mid-Market,donaldjones@yahoo.com,https://www.aguirre-wise.org/,10,4,1,86,1
Sherri Aguilar,Bradford LLC,Marketing Manager,Energy,Enterprise,robert50@hotmail.com,http://morris-clay.com/,10,1,0,32,0
Anthony Hall,"Gallegos, Hall and Williams",HR Manager,Manufacturing,Enterprise,steven43@yahoo.com,https://www.allen-patel.com/,18,2,0,61,1
Michelle Lawson,"Ballard, Meza and Bautista",Sales Director,Manufacturing,Enterprise,zbriggs@gmail.com,https://www.weeks-arnold.biz/,6,1,0,27,0
Dominique Washington,Morales LLC,Data Analyst,Energy,Mid-Market,danscott@vang.com,http://www.rogers.biz/,21,1,0,51,0
Mary Porter,Woodard-Pierce,CEO,Education,Small Business,garciakevin@hotmail.com,http://williams-perez.com/,8,1,0,22,0
John Lee,Leon-Grant,Data Analyst,Technology,Enterprise,erica55@cox-stewart.com,https://www.lewis-gonzalez.net/,16,3,0,65,1
Kelly Lam,"Mosley, Thomas and Thomas",Marketing Manager,Manufacturing,Small Business,marcusclayton@brooks.com,https://rodriguez.com/,12,2,0,44,0
Edgar Bailey,White-Franco,CEO,Education,Small Business,lopezdenise@yahoo.com,http://www.williams-evans.com/,11,5,0,73,1
Lucas Garcia,Keller-Wilson,Marketing Manager,Finance,Enterprise,rwarner@harris.org,http://www.nguyen-smith.com/,9,3,1,71,0
Gabrielle Wong,"Jordan, Gross and Carroll",Data Analyst,Technology,Small Business,browncindy@logan.com,http://knox.com/,10,4,0,62,1
Wendy Schmidt,Jacobs-Huff,Data Analyst,Retail,Enterprise,martinezkeith@liu.info,http://www.moore.com/,6,1,0,20,0
Tim King,"Morse, Lee and Orr",Sales Director,Finance,Small Business,ftyler@strickland.com,https://www.leonard.com/,9,0,0,15,0
Todd Cuevas,Green PLC,CEO,Energy,Mid-Market,abradley@bass.biz,https://www.riley.com/,11,4,0,64,1
April Jones,"Elliott, Carpenter and Adams",Data Analyst,Education,Enterprise,jbrown@yahoo.com,http://clark.com/,10,4,0,62,1
Evan Moore,Nguyen LLC,CTO,Education,Enterprise,jason77@gmail.com,https://hammond.com/,12,1,0,36,0
Jerome Ellis,Hansen Ltd,Marketing Manager,Finance,Enterprise,uflores@hotmail.com,http://potts.com/,14,0,0,25,0
Clayton Callahan,"Chase, Barnes and Washington",CTO,Energy,Mid-Market,tammy45@gmail.com,https://torres.info/,7,1,0,28,0
Emily Evans,"Cardenas, Smith and Robinson",HR Manager,Education,Small Business,jshields@jensen.com,http://guzman.com/,13,3,0,55,0
Deborah Johnson,Chavez Inc,CEO,Energy,Enterprise,elainedean@brewer.com,https://roberts-hughes.com/,11,3,0,48,0
Christopher Sweeney,Collins-Green,Marketing Manager,Finance,Small Business,kathleengibson@yahoo.com,https://www.rowe.net/,10,1,0,30,0
Aaron Scott,Wright-Robbins,Data Analyst,Healthcare,Mid-Market,rhall@fletcher.com,http://www.melton.com/,10,3,0,47,0
Robert Perez,Nunez-Johnson,CTO,Energy,Enterprise,ksmith@collins-benson.com,https://www.neal-williams.org/,11,1,1,54,0
Brooke Mason,"English, Santiago and Frey",Marketing Manager,Energy,Small Business,peterscott@collins.biz,http://barber-conner.net/,12,3,0,58,0
Judith Gonzalez,Koch-Lee,CEO,Technology,Small Business,douglas04@gmail.com,http://roman.org/,12,2,0,46,0
Angel Wilson,"Howard, Miller and Woods",Data Analyst,Technology,Small Business,rebeccasanders@navarro.com,http://www.campbell.com/,12,1,0,38,0
April Schroeder,Roy-Gonzalez,Product Manager,Manufacturing,Small Business,gouldanna@hotmail.com,https://gardner.com/,8,2,0,32,0
Nicholas Larsen,"Davis, Park and Adkins",HR Manager,Healthcare,Mid-Market,tarmstrong@yahoo.com,http://hamilton.com/,12,2,0,42,0
Megan Stout,"Simmons, Richmond and Roberts",Data Analyst,Manufacturing,Mid-Market,elizabeth46@hotmail.com,https://www.cooper.com/,8,1,0,25,0
Sara Campbell,Davenport and Sons,HR Manager,Technology,Small Business,garciamichelle@hotmail.com,https://www.lopez-white.biz/,12,3,0,59,0
Melanie Castillo,Carter LLC,Data Analyst,Healthcare,Enterprise,vcarney@yahoo.com,http://wood-bailey.com/,7,1,0,27,0
Janice Pearson,Garcia-Norris,Marketing Manager,Retail,Enterprise,rachelharrington@hotmail.com,https://www.navarro-gutierrez.com/,9,4,0,56,0
Jonathan Craig,Jackson-Silva,CEO,Manufacturing,Enterprise,michael39@hotmail.com,https://www.lee.biz/,15,2,0,54,0
Clayton Santos,Hutchinson and Sons,Data Analyst,Finance,Mid-Market,lesliepayne@gmail.com,http://allen.com/,17,1,1,73,1
Rhonda Hoffman,"Moreno, Lee and Braun",Marketing Manager,Finance,Enterprise,murphyjoseph@yahoo.com,https://steele-jones.biz/,8,0,0,16,0
Kyle Moore,Barnes-Wade,Marketing Manager,Retail,Mid-Market,lmosley@hotmail.com,https://www.walker-alexander.com/,8,1,0,27,0
Christian Parker,"Boyd, Anderson and Monroe",Product Manager,Healthcare,Enterprise,rickjackson@campos.org,http://sanders.net/,9,2,0,36,0
Amy Nichols,"Hickman, Hill and Hodges",Marketing Manager,Healthcare,Small Business,imcdaniel@guerrero.com,https://hill.info/,12,1,0,31,0
Vanessa Stephens,Lee PLC,CTO,Finance,Mid-Market,jessica88@mcmahon.biz,http://jacobs.com/,12,3,1,81,1
Janet Gonzalez,"Gordon, Lowe and Lucas",Sales Director,Manufacturing,Enterprise,brianbowman@hotmail.com,https://raymond.net/,6,0,1,32,0
Lori Velez,Bird Group,Sales Director,Technology,Enterprise,tkemp@santiago.biz,https://munoz.com/,9,3,0,43,0
Hunter Morris,Maxwell Group,Sales Director,Retail,Small Business,kspencer@walker-gregory.net,http://mcintosh-steele.com/,13,2,0,51,0
Michael Gilbert,Melendez-Rivera,Sales Director,Education,Mid-Market,ahughes@davis-wilkins.com,http://www.pearson.net/,10,2,0,40,0
Michael Morris,Wilcox-Estrada,HR Manager,Retail,Enterprise,antoniolawrence@gmail.com,https://www.carter.com/,7,4,0,50,0
Shelia Barnett,Romero-Gordon,Sales Director,Retail,Small Business,crystal76@gmail.com,http://www.simmons.com/,5,2,0,28,0
Andrew Benson,"Clark, Graves and Marsh",Product Manager,Retail,Mid-Market,serranoderek@gmail.com,https://wright-parker.com/,10,1,0,25,0
Wendy Martinez,Wright and Sons,Marketing Manager,Manufacturing,Enterprise,lrichardson@hotmail.com,https://www.torres-thompson.com/,12,4,0,64,1
Rick Melton,Gordon PLC,Sales Director,Education,Enterprise,clarkcrystal@powers.com,http://www.chambers.com/,15,5,0,82,1
Samuel Townsend,Martinez Group,Marketing Manager,Finance,Mid-Market,lisa04@snow.com,https://lee-mcneil.info/,9,0,0,19,0
Shane Cook,Gilbert Ltd,CEO,Manufacturing,Mid-Market,benjaminthomas@gmail.com,http://roberts-murray.com/,6,2,0,28,0
Sandra Santiago,Miller Inc,Product Manager,Finance,Mid-Market,barneskevin@gmail.com,http://www.branch-liu.net/,7,0,0,9,0
April Rodriguez,Hernandez PLC,HR Manager,Finance,Mid-Market,perezwilliam@martin.com,http://www.fletcher.org/,7,1,0,25,0
Angela Tucker PhD,Shea Ltd,Data Analyst,Manufacturing,Enterprise,kyleramos@yahoo.com,http://www.cook.net/,11,1,0,35,0
Jennifer White,Novak-Petty,CTO,Retail,Enterprise,torresanthony@howard.biz,http://henderson.biz/,12,1,0,30,0
Joanna Avery,Davis-Franklin,Marketing Manager,Manufacturing,Small Business,jamessmith@gmail.com,http://johnson.com/,11,1,1,57,0
Gregory Sims,Fletcher Group,CTO,Healthcare,Enterprise,edward93@richmond-kelly.com,https://horton-lowery.info/,5,2,0,29,0
Heather Cox,"Soto, Sutton and Collins",Marketing Manager,Technology,Mid-Market,zaustin@camacho.com,https://lopez.com/,5,3,0,38,0
Maria Mcfarland,"York, Patton and Vazquez",CTO,Manufacturing,Enterprise,ronniemann@hotmail.com,https://www.white.com/,5,2,0,31,0
Kevin Collins,"Baker, Ballard and Perez",Product Manager,Manufacturing,Small Business,blevinsmatthew@sullivan.com,http://www.jackson.com/,8,3,0,41,0
Rhonda Zimmerman,"Obrien, Russell and Curtis",Marketing Manager,Energy,Small Business,michael95@hernandez.com,http://murray.org/,8,0,0,12,0
Derek Brown,Sims PLC,CTO,Manufacturing,Mid-Market,ashley08@tran.com,https://powell.com/,4,3,1,61,1
April Wall,Mcguire Group,CEO,Technology,Small Business,oescobar@yahoo.com,https://www.reyes.com/,10,2,1,64,1
Robert Dean,Martin-Rodriguez,HR Manager,Healthcare,Mid-Market,rachel86@yahoo.com,http://cox.biz/,10,2,0,39,0
Tonya Anderson,Davis LLC,Sales Director,Retail,Enterprise,usaunders@gmail.com,http://cisneros.net/,13,3,0,60,0
Diane Garrett,"Sandoval, Rogers and Scott",CTO,Retail,Enterprise,andrew25@johnson-moore.com,https://www.buckley.net/,12,1,1,57,0
David Mays,"Cook, Lloyd and Garcia",Sales Director,Energy,Enterprise,rstanley@vance-caldwell.biz,https://lewis-lane.com/,16,2,1,75,1
Barbara Pena,Cline-Scott,HR Manager,Healthcare,Small Business,vwagner@mosley.com,http://www.jackson.com/,5,2,0,26,0
Paula Ray,Mosley LLC,Data Analyst,Manufacturing,Mid-Market,jerome84@robinson-ballard.net,https://neal-jones.com/,11,2,1,66,1
Joshua Sanchez,Paul PLC,Sales Director,Manufacturing,Enterprise,randallpugh@yahoo.com,http://www.king.com/,8,1,0,22,0
Ashlee Santos,"Lee, Donaldson and Mullen",Marketing Manager,Healthcare,Small Business,maddentravis@yahoo.com,http://mitchell.info/,10,2,0,36,0
Raymond Vasquez,Stout and Sons,CTO,Retail,Small Business,fhampton@yahoo.com,https://www.shaw.com/,13,1,0,33,0
Tammy Davis,Johnston PLC,HR Manager,Retail,Small Business,robin44@diaz-howard.org,http://price.net/,18,2,0,60,0
David Harrell,Johnson and Sons,Data Analyst,Technology,Mid-Market,juan01@barber.com,http://beasley.info/,10,2,0,39,0
Jesse Baker,"Hines, Schultz and Brock",Sales Director,Energy,Enterprise,gonzalezgregory@gmail.com,http://lopez.org/,8,1,0,22,0
Jacob Schultz,Thomas-Sanchez,CTO,Retail,Small Business,cpham@gmail.com,http://www.zuniga.com/,9,2,0,36,0
Christopher Torres,Arnold-Hines,HR Manager,Education,Mid-Market,michaelhodge@carter.org,http://www.kim-reyes.info/,5,2,0,34,0
Amy Hoover,Andersen-Jackson,Sales Director,Technology,Small Business,christopherlynch@gmail.com,http://walton.com/,11,5,0,77,1
Mario Chen,Lee Ltd,Marketing Manager,Energy,Enterprise,johnpowell@martin.com,http://gaines.biz/,15,3,0,62,1
Laura Ferguson,Walters Inc,Sales Director,Technology,Enterprise,mendezsharon@ferrell.com,https://williamson.com/,8,3,0,44,0
Kimberly Kent,Hill Ltd,CTO,Retail,Mid-Market,wprice@yahoo.com,http://www.wright.biz/,11,3,0,51,0
Michelle Larson,Clark-Church,Data Analyst,Healthcare,Mid-Market,justinreid@bush.com,https://lozano-molina.org/,9,0,0,15,0
Erica Ortega,Johnson-Newton,CEO,Technology,Enterprise,tylermorales@hotmail.com,https://gomez-watson.com/,16,2,0,55,0
Kathleen Cohen,"Williams, Pham and Jenkins",Product Manager,Healthcare,Mid-Market,barryboone@thompson.com,http://www.reed.com/,6,0,0,17,0
Jennifer Fletcher,Leblanc PLC,Marketing Manager,Finance,Small Business,walkerbrandy@gmail.com,http://www.hicks-thomas.biz/,11,0,0,23,0
Morgan Jacobson,Green LLC,CTO,Healthcare,Mid-Market,vweber@fields.org,https://www.gibson.net/,11,0,0,27,0
Douglas Serrano,Key-Frye,Product Manager,Retail,Enterprise,bryantjames@cisneros.net,https://cervantes.com/,11,4,0,66,1
Susan Gomez,Gomez and Sons,Sales Director,Education,Enterprise,mariacampos@edwards-morales.biz,http://www.mitchell-larson.org/,14,3,0,62,1
Matthew Kent,"Gomez, Phillips and English",HR Manager,Retail,Small Business,hluna@yahoo.com,http://larsen.com/,15,2,0,54,0
Jessica Jenkins,"Dickerson, Fernandez and Bell",CEO,Retail,Mid-Market,phillipfranco@alvarado.biz,http://www.barron-forbes.com/,7,1,0,29,0
Austin Collins,Reyes PLC,CEO,Manufacturing,Small Business,martinrobin@fuller-hanson.net,http://carpenter.org/,7,4,1,77,1
Justin Lynch II,Turner-Howard,Sales Director,Healthcare,Small Business,scollins@dyer.com,http://hernandez.biz/,8,3,0,41,0
Craig Estrada,Ramsey-Sparks,Sales Director,Manufacturing,Enterprise,pachecoderek@gmail.com,https://www.mclaughlin-ross.info/,7,1,0,27,0
Mrs. Carolyn Holloway,Palmer Ltd,Marketing Manager,Education,Mid-Market,schmidtmarie@gmail.com,http://taylor-peterson.com/,5,1,0,17,0
Melissa Schwartz,"Jones, Walton and Bradford",Sales Director,Energy,Mid-Market,thomasbarry@hicks.net,http://www.martin.com/,11,2,0,44,0
Michael Jackson,Moore-Williams,HR Manager,Education,Enterprise,xmatthews@jensen.info,https://www.jones.com/,12,2,0,47,0
Brittney Hill,Coleman Ltd,CEO,Retail,Enterprise,cannonjasmine@butler.com,http://www.garcia-graham.biz/,13,2,0,46,0
Julia Baker,"Cox, Duran and Brown",Data Analyst,Healthcare,Mid-Market,danielmckay@sanchez.net,http://www.bennett-salazar.info/,7,3,0,48,0
Christine Smith,Miller-Miller,Marketing Manager,Retail,Enterprise,gary12@yahoo.com,http://harris.com/,9,2,1,59,0
Brett Howell,"Smith, Bullock and Harris",Sales Director,Education,Small Business,mbarker@gonzalez.com,https://gonzalez.info/,14,1,0,35,0
Cathy Smith,Mcguire-Contreras,Product Manager,Finance,Enterprise,griffithethan@hotmail.com,https://www.leach.com/,11,1,0,34,0
Heather Price,"Gutierrez, Walters and Wall",CTO,Manufacturing,Mid-Market,adrianortega@decker-soto.com,http://chavez.info/,11,0,1,43,0
Mr. Leroy Terrell,Robinson-Jones,HR Manager,Healthcare,Enterprise,breannastout@hotmail.com,https://www.hartman.com/,10,6,1,100,1
Megan Brown,Caldwell-Mendoza,Sales Director,Technology,Enterprise,swhite@hensley-chapman.com,http://www.kim.com/,14,1,1,62,1
Courtney Wilkerson,Green-Alexander,Data Analyst,Technology,Enterprise,iowens@gutierrez.com,https://www.nunez.org/,8,1,0,28,0
Erin Bruce,Gonzalez LLC,Product Manager,Technology,Small Business,hsanchez@turner-mahoney.com,https://www.green-boone.org/,11,1,0,32,0
Randy Clark,"Russell, Mendoza and Floyd",Product Manager,Energy,Small Business,guerreroantonio@hotmail.com,http://www.mccall.net/,19,2,0,56,0
